state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(marine)	age(marine)	exponential.popSize	exponential.growthRate	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	marine.rate	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
234080000	-38349.33264045821	-520.8199695597887	-37828.512670898424	1.1729007248962913	2022.6599759874325	34.032634611911206	0.9397912632261158	2022.8930854491025	1563.5351596295216	7.411547822650718	0.3745524948989427	2.101975624743712	0.15020389709209997	0.09361112624422943	2.9842129882364334	0.29544386878455914	0.3356209500557317	0.189591115537346	0.24457805048318063	0.23020988392374112	0.2775828808006583	0.005548588682821481	0.0026722832875619882	0.005116201663115484	0.15253700585845015	0.983706689982548	-37828.512670898424	0.0	-508.0578199635671
234160000	-38309.42922343944	-520.0335730728683	-37789.39565036657	1.1756273854514785	2022.6572493268773	33.62438043677772	0.9217139367492931	2022.9111627755794	500.967658099012	6.155637910246842	0.38231836121024887	2.1904714379057584	0.18707008667246422	0.04716559621477676	2.9245242066061286	0.26845031139060105	0.333030133730697	0.19441715197116438	0.24075959761266089	0.23179311668547728	0.23236371043136317	0.005580442772850316	0.0029319192524405323	0.005208366244350734	0.1391054303977473	0.9837066899825289	-37789.39565036657	0.0	-509.6673344548492
234240000	-38317.13047866527	-508.89599826335086	-37808.234480401916	1.1727539720826106	2022.6601227402462	33.3057766945577	0.9120878225403031	2022.9207888897884	988.2083009785263	7.050270207373212	0.3613639638115673	2.3295227474382463	0.14277775232983367	0.06568052335790388	2.829260137151501	0.27139487591092537	0.3311859134099791	0.19151365175956742	0.24007256090720352	0.23722787392324957	0.2618338107356872	0.0055706908872029575	0.0022470396582726193	0.0050774615274875095	0.17681105174168382	0.9837066899825241	-37808.234480401916	0.0	-497.0526414610122
234320000	-38362.87041566831	-541.4560151806877	-37821.41440048762	1.173318105804745	2022.659558606524	35.205468453937655	0.9260572231075389	2022.906819489221	618.0741905768165	6.2001986378137985	0.39457930621204823	2.116084473397832	0.19636229196642083	0.05916211571587108	2.9554354556731517	0.27837635703465424	0.3394198497433997	0.18797571209691985	0.24181369058781518	0.23079074757186502	0.21862691635257475	0.005286517465787293	0.0028700061582916615	0.00496899459639491	0.13376572558232788	0.9837066899825478	-37821.41440048762	0.0	-530.9180030184
234400000	-38345.12711129323	-536.7741049135204	-37808.35300637971	1.2102925065505235	2022.6225842057781	34.7452146621165	0.9193470819829556	2022.9135296303457	744.8089449271387	6.354693755695984	0.3487989482330756	2.215482682006046	0.1901933565047123	0.03320175659117041	2.8893870499128647	0.32293620675210793	0.3367425636762569	0.19336040200978877	0.2421488690885185	0.22774816522543562	0.24063242944229293	0.0055048577343869524	0.00291165619346065	0.005159781036241709	0.13802604992211348	0.9837066899825171	-37808.35300637971	0.0	-525.814144271639
234480000	-38318.19076110314	-510.11860062732455	-37808.072160475815	1.2228538342252204	2022.6100228781036	33.52758777913106	0.9237637257236623	2022.9091129866051	547.6435928023268	6.209190417709183	0.37061637796728303	2.352153286118448	0.15923843419429956	0.04480626179079934	2.7729896120376214	0.3001960278915233	0.3353405038656667	0.1932965516518752	0.24053334482970629	0.2308295996527519	0.28497266189910936	0.005613787352074263	0.0022903839612047876	0.0051012639316736046	0.17536683748275098	0.9837066899825385	-37808.072160475815	0.0	-499.6642605164983
234560000	-38332.9025130951	-527.0626986097421	-37805.839814485356	1.2318610727036945	2022.601015639625	35.5383153583185	0.9130092156212878	2022.9198674967074	516.8434576431047	6.164198976623847	0.36227253996760306	2.1116987978906265	0.1759512123852936	0.05291221551378662	2.9999940126837643	0.29717122155890185	0.33013555651963183	0.19383214128864168	0.24722609576776958	0.22880620642395688	0.24567870531354272	0.005305416918906305	0.0024015152681531138	0.004865912668523487	0.16148147060264786	0.9837066899825339	-37805.839814485356	0.0	-516.8473738805633
234640000	-38351.459714819095	-540.4874516153977	-37810.9722632037	1.2385569467366273	2022.594319765592	36.09355590550914	0.9317894350554923	2022.9010872772733	2302.564139673379	7.72315834579587	0.44078111474583664	2.334047467740723	0.1731097672341308	0.05477352324301531	2.687930318821132	0.30935780821513914	0.3287676718457372	0.19120880883871824	0.24240382504521174	0.23761969427033272	0.24846996039245217	0.00534927118033586	0.0024574813287160484	0.004944134623863488	0.15939216641839973	0.9837066899825192	-37810.9722632037	0.0	-527.1710960094
234720000	-38359.53690386766	-536.8343835947985	-37822.70252027286	1.2122168440475853	2022.620659868281	36.30176750403627	0.930322452041565	2022.9025542602872	934.204840209066	6.845404397401884	0.4331701273199892	2.2113838615986685	0.170891512268097	0.0642061616930819	2.84003552926983	0.2803128078503118	0.3314938215061541	0.19219389243930654	0.24483031255601873	0.23148197349852076	0.2546569386398409	0.005389005282734003	0.0023871534692480596	0.004945731367783353	0.16448339774550907	0.9837066899825345	-37822.70252027286	0.0	-525.3226072392911
234800000	-38358.22123497177	-533.1974317033305	-37825.023803268436	1.2227276290792788	2022.6101490832493	35.41091399275858	0.9484424131612328	2022.8844342991674	347.5159170741199	5.674830415977159	0.39127893556102605	2.203270842152746	0.18963462497815298	0.06638155893276833	2.853121861271746	0.2963121771035399	0.3278400368378331	0.20026307020577133	0.23635351565928844	0.23554337729710734	0.28600016438140063	0.005413036830925527	0.002592084927904158	0.005022041578893147	0.1533859385200298	0.9837066899825448	-37825.023803268436	0.0	-523.6860049048104
